# sarasa
0,1
0,2
0,3
0,4
0,5
0,6
0,9
0,14
0,15
0,16
0,20
0,26
0,28
0,29
0,36
0,50
1,17
2,4
2,5
2,7
2,9
2,10
2,11
2,15
2,18
2,19
2,20
2,21
2,28
2,29
2,30
2,35
2,40
2,42
2,49
3,4
3,7
3,9
3,13
3,14
3,32
3,36
3,46
3,48
3,49
4,5
4,6
4,7
4,8
4,11
4,12
4,13
4,21
4,27
4,39
4,54
5,6
5,8
5,10
5,13
5,16
5,17
5,22
5,25
5,26
5,31
5,32
6,12
6,33
6,37
6,41
6,46
6,52
7,8
7,10
7,12
7,16
7,18
7,20
7,22
7,24
7,28
7,31
7,39
7,42
8,33
10,11
10,15
10,36
11,34
11,48
11,51
11,54
12,14
12,17
12,19
12,24
12,37
12,40
12,41
12,42
12,45
13,22
13,23
13,24
13,29
13,47
14,32
16,18
16,19
16,23
16,27
16,30
16,34
16,38
16,39
16,51
17,21
17,23
17,25
17,26
17,34
17,35
17,44
17,50
17,52
19,27
19,30
19,44
19,45
19,53
21,25
21,49
21,51
23,31
23,38
24,52
25,37
26,53
27,48
28,35
28,45
28,46
29,43
29,53
30,33
34,40
36,38
37,43
38,47
38,50
39,41
41,43
42,47
43,44
43,54
