# sarasa
0,4
0,5
0,6
0,7
0,9
0,10
0,11
0,12
0,13
0,16
0,18
0,20
0,21
0,22
0,30
0,32
0,33
0,35
0,38
0,39
0,40
0,41
0,42
1,4
1,5
1,8
1,9
1,10
1,11
1,14
1,15
1,16
1,18
1,20
1,22
1,27
1,29
1,32
1,35
1,37
1,38
1,39
1,40
1,41
1,43
2,3
2,6
2,7
2,9
2,11
2,12
2,13
2,14
2,20
2,21
2,23
2,26
2,28
2,29
2,31
2,32
2,33
2,34
2,35
2,38
2,39
2,40
2,41
2,44
3,5
3,7
3,8
3,9
3,11
3,12
3,13
3,14
3,17
3,21
3,22
3,25
3,26
3,29
3,30
3,31
3,32
3,41
3,42
3,44
4,5
4,8
4,9
4,10
4,12
4,16
4,18
4,20
4,21
4,22
4,23
4,24
4,25
4,27
4,28
4,29
4,30
4,31
4,34
4,36
4,37
4,38
4,43
5,6
5,8
5,9
5,10
5,13
5,16
5,20
5,22
5,24
5,26
5,27
5,29
5,34
5,37
5,38
5,40
6,8
6,9
6,10
6,12
6,13
6,14
6,15
6,16
6,18
6,19
6,24
6,26
6,29
6,32
6,34
6,35
6,38
6,42
6,43
7,8
7,16
7,19
7,20
7,21
7,23
7,24
7,25
7,28
7,30
7,31
7,32
7,34
7,35
7,36
7,37
7,38
7,39
7,40
7,42
7,44
8,11
8,12
8,13
8,16
8,17
8,18
8,22
8,23
8,24
8,25
8,26
8,27
8,31
8,32
8,33
8,34
8,35
8,36
8,37
8,38
8,39
8,40
8,41
9,10
9,13
9,14
9,18
9,19
9,20
9,21
9,23
9,27
9,28
9,32
9,33
9,34
9,40
9,44
10,11
10,13
10,14
10,18
10,19
10,20
10,22
10,23
10,28
10,30
10,31
10,33
10,36
10,37
10,39
10,40
10,43
10,44
11,15
11,18
11,20
11,21
11,23
11,24
11,25
11,27
11,28
11,30
11,31
11,32
11,34
11,35
11,37
11,38
11,39
11,40
11,41
11,42
11,43
11,44
12,15
12,17
12,18
12,19
12,22
12,23
12,24
12,25
12,27
12,31
12,33
12,35
12,38
12,40
12,42
13,14
13,16
13,17
13,18
13,20
13,23
13,24
13,25
13,26
13,27
13,30
13,32
13,35
13,42
14,17
14,19
14,20
14,22
14,23
14,31
14,34
14,35
14,37
14,40
14,41
14,43
15,17
15,18
15,19
15,20
15,21
15,24
15,25
15,29
15,31
15,32
15,34
15,36
15,37
15,38
15,40
15,43
16,18
16,23
16,25
16,26
16,27
16,29
16,31
16,32
16,33
16,34
16,35
16,36
16,38
16,40
16,43
17,18
17,19
17,21
17,23
17,24
17,28
17,29
17,31
17,34
17,35
17,37
17,38
17,40
17,43
18,20
18,21
18,22
18,23
18,26
18,30
18,33
18,34
18,37
18,43
19,23
19,24
19,28
19,29
19,31
19,32
19,34
19,35
19,38
19,40
19,41
19,43
20,21
20,23
20,24
20,28
20,29
20,31
20,33
20,34
20,37
20,39
20,40
20,41
20,42
21,22
21,23
21,25
21,29
21,34
21,35
21,36
21,42
21,43
21,44
22,23
22,24
22,26
22,28
22,32
22,33
22,34
22,35
22,36
22,37
22,38
22,40
22,41
22,42
22,44
23,26
23,27
23,28
23,29
23,32
23,34
23,35
23,37
23,38
23,39
23,43
24,28
24,29
24,30
24,32
24,34
24,37
24,38
24,39
24,40
24,42
25,29
25,30
25,31
25,32
25,33
25,35
25,36
25,38
25,40
25,42
25,43
25,44
26,28
26,29
26,33
26,36
26,37
26,38
26,39
26,44
27,34
27,35
27,39
27,40
27,41
27,42
28,29
28,30
28,31
28,33
28,34
28,35
28,36
28,40
28,41
28,42
29,30
29,37
29,38
29,39
29,41
29,43
30,31
30,33
30,34
30,35
30,42
30,44
31,33
31,38
31,39
31,42
31,44
32,33
32,38
32,40
32,41
32,43
32,44
33,37
33,39
33,40
33,42
33,43
33,44
34,35
34,36
34,38
34,40
34,41
34,42
34,43
35,42
36,38
36,39
36,40
36,42
37,38
37,40
38,39
39,42
40,43
40,44
42,43
42,44
43,44
