# sarasa
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,30
1,32
1,33
1,34
1,38
1,39
2,21
2,22
2,23
2,24
2,25
2,26
2,28
2,30
2,38
3,21
3,22
3,24
3,25
3,26
3,28
3,29
3,31
3,35
3,38
3,39
4,21
4,23
4,24
4,25
4,26
4,27
4,28
4,30
4,31
4,34
4,35
4,38
5,21
5,22
5,23
5,34
6,21
6,22
6,23
6,24
6,26
6,27
6,28
6,31
6,34
6,35
7,21
7,22
7,24
7,25
7,27
7,28
7,32
7,33
7,36
8,21
8,22
8,23
8,25
8,26
8,27
8,29
8,30
8,31
8,35
8,36
9,21
9,22
9,23
9,24
9,26
9,28
9,31
9,33
9,35
9,36
9,39
10,21
10,22
10,23
10,24
10,25
10,26
10,27
10,29
10,30
10,32
10,33
10,36
11,21
11,22
11,23
11,24
11,25
11,26
11,27
11,28
11,29
11,31
11,32
11,35
11,37
12,21
12,23
12,26
12,30
12,31
12,32
12,33
12,34
12,35
12,37
13,21
13,22
13,25
13,27
13,28
13,29
13,30
13,32
13,33
13,35
14,21
14,22
14,23
14,24
14,25
14,26
14,27
14,29
14,33
14,36
14,39
15,21
15,22
15,23
15,24
15,25
15,27
15,29
15,31
15,33
15,34
15,37
16,21
16,22
16,23
16,24
16,26
16,27
16,28
16,29
16,30
16,31
16,33
16,34
16,36
16,37
16,39
17,21
17,22
17,23
17,24
17,25
17,26
17,29
17,31
17,32
17,33
17,35
17,37
17,38
18,22
18,23
18,24
18,25
18,31
19,21
19,22
19,23
19,24
19,25
19,27
19,28
19,29
19,30
19,36
19,37
19,38
20,21
20,22
20,23
20,24
20,25
20,26
20,27
20,28
20,29
20,30
20,31
20,32
20,34
20,37
21,22
21,23
21,24
21,25
21,26
21,27
21,28
21,29
21,30
21,31
21,32
21,33
21,34
21,36
21,37
21,39
22,23
22,24
22,25
22,26
22,27
22,28
22,29
22,30
22,31
22,32
22,36
22,37
22,38
22,39
23,24
23,25
23,26
23,27
23,28
23,29
23,30
23,32
23,33
23,34
23,35
23,36
23,37
23,38
23,39
24,25
24,26
24,27
24,28
24,29
24,30
24,31
24,32
24,33
24,34
24,36
24,39
25,26
25,27
25,28
25,29
25,30
25,32
25,33
25,34
25,36
25,37
25,38
25,39
26,27
26,28
26,29
26,30
26,31
26,32
26,33
26,34
26,35
26,36
26,37
26,39
27,28
27,29
27,30
27,31
27,32
27,33
27,34
27,35
27,37
27,38
27,39
28,29
28,30
28,31
28,32
28,33
28,34
28,35
28,38
28,39
29,30
29,32
29,34
29,35
29,36
29,37
29,38
29,39
30,31
30,32
30,33
30,34
30,35
30,36
30,37
30,38
31,32
31,34
31,35
31,36
31,38
32,33
32,34
32,35
32,36
32,37
32,38
33,35
33,36
33,37
33,38
34,35
34,36
34,37
34,38
34,39
35,38
35,39
36,37
36,38
36,39
37,39
38,39
